,Food ,Mines,Oil  ,Clths,Durbl,Chems,Cnsum,Cnstr,Steel,FabPr,Machn,Cars ,Trans,Utils,Rtail,Finan,Other
195102,   1.02,  -0.27,   0.98,   2.57,   2.62,   2.71,   0.86,   3.15,  -2.31,   4.36,   1.05,   2.81,  -1.32,   3.11,   3.42,   2.25,   2.95
195103,  -1.76,  -3.40,  -2.32,  -7.68,  -2.61,  -1.84,  -0.73,   0.60,  -5.14,   2.11,  -2.01,   1.28,  -4.63,  -1.39,  -2.30,   0.49,  -2.06
195104,   1.08,   3.70,  11.08,   1.82,   1.68,   8.38,   4.17,   4.14,   6.57,   3.87,   3.78,   3.46,   4.02,   0.22,   0.43,   3.81,   3.83
195105,  -1.00,  -0.93,  -3.02,  -1.22,   1.19,  -0.27,  -0.77,  -3.84,  -3.74,  -3.57,  -2.95,  -5.60,  -3.62,  -0.05,  -1.83,  -1.55,  -1.21
195106,  -3.30,  -4.43,   1.13,  -4.28,  -4.19,  -0.89,  -3.49,  -1.12,  -8.19,  -2.17,  -2.88,  -6.97,  -8.06,  -0.41,  -2.43,  -0.15,  -0.99
195107,   3.45,   7.99,  11.47,   1.87,   4.14,   7.95,   9.45,   8.05,   9.71,   6.17,   6.49,   3.04,   8.77,   5.30,   2.44,   5.91,   4.94
195108,   3.43,   8.36,   5.73,   3.80,   5.72,   2.30,   0.56,   4.77,   9.81,   4.69,   5.25,   7.20,   2.06,   2.13,   2.62,   4.12,   3.75
195109,  -0.16,   8.94,  -0.88,  -2.29,   2.43,  -1.45,  -0.78,   1.11,   1.30,   1.24,   2.68,   2.69,   3.64,   1.33,   2.39,   1.26,   0.77
195110,  -3.52,  -5.41,   1.22,  -2.36,  -3.18,  -7.66,  -3.73,  -2.59,  -1.49,  -2.93,  -4.51,  -1.80,  -3.46,   0.71,  -2.67,  -2.01,  -2.67
195111,  -0.30,   2.10,  -0.86,   0.40,   3.97,   0.07,  -0.44,  -0.33,   1.21,   1.92,   1.34,   1.85,   1.21,   1.66,   1.47,   3.29,   1.04
195112,   2.40,  -1.91,   4.83,   1.32,   1.73,   8.56,   3.27,   3.69,   0.46,   2.07,   5.09,   2.46,   1.60,   3.27,  -0.25,   6.17,   2.11
195201,   0.09,   4.13,   6.65,  -2.72,   1.91,  -3.61,   2.09,   0.56,   3.03,   3.98,  -1.74,  -1.28,   3.63,   3.08,  -0.62,   2.74,   0.24
195202,  -1.54,  -3.65,  -3.48,  -3.68,  -1.76,  -3.09,  -2.46,  -3.05,  -6.14,  -3.42,  -3.29,   0.62,  -2.12,   0.69,  -3.76,  -0.26,  -1.76
195203,   1.26,   1.05,   8.85,   3.59,   1.74,   3.38,   1.35,   3.07,   1.86,   6.59,   3.82,   8.66,   6.76,   2.23,   2.77,   3.93,   2.77
195204,  -2.97,  -6.41,  -7.66,  -4.37,  -4.85,  -7.26,  -4.77,  -3.99,  -7.83,  -4.17,  -3.68,  -2.93,  -3.54,  -1.80,  -1.41,  -1.53,  -3.70
195205,   2.37,   3.14,   3.48,   3.77,  -0.77,   6.64,   0.74,   4.28,   2.55,   0.94,   3.30,   4.27,   4.58,   2.99,   2.59,   2.65,   1.32
195206,   2.31,   3.84,   5.49,   4.54,   2.99,   3.71,   1.07,   3.08,   5.74,   6.55,   4.09,   5.29,   5.16,   1.10,   3.01,   2.67,   3.73
195207,   1.11,   1.02,  -1.05,  -0.18,  -0.39,   1.47,  -1.31,   0.95,   3.30,  -1.53,   2.63,   2.65,   0.71,   2.17,   2.13,   2.54,   1.05
195208,   1.22,   0.01,  -2.69,  -0.72,   2.05,  -1.66,  -0.11,  -1.02,  -2.35,  -2.01,  -1.02,   2.08,  -0.21,   1.91,  -0.27,  -1.17,   0.39
195209,  -3.13,  -2.45,  -4.37,  -3.98,  -1.13,  -1.53,  -2.20,  -2.08,  -3.85,  -1.31,  -0.24,  -0.89,  -1.82,   0.36,  -0.54,   0.28,  -0.25
195210,  -1.78,  -3.88,   0.44,  -5.72,   0.45,  -2.08,   2.18,  -1.98,  -1.56,  -1.57,  -1.67,   1.34,   0.57,   0.47,  -1.25,  -3.29,  -0.09
195211,   5.31,   7.09,   1.95,   6.35,   4.15,  10.15,   7.13,   7.44,   7.81,   8.29,   8.68,   6.50,   7.10,   5.18,   4.57,   7.80,   6.21
195212,   1.32,   1.02,   4.63,   2.85,   3.45,   1.61,  -0.61,   2.70,   4.22,   3.07,   3.22,   7.25,   3.43,   1.80,   1.21,   4.07,   1.74
195301,   2.34,  -0.08,  -3.08,  -1.58,   0.80,   0.28,  -0.21,   0.49,   1.42,  -0.13,  -1.40,  -0.38,   2.74,   0.94,   0.88,   0.00,   0.04
195302,   0.48,   1.98,   0.35,   2.43,   0.74,  -2.73,   2.49,  -0.19,  -0.39,   2.13,  -0.06,  -1.18,  -0.55,   0.41,  -0.12,  -0.23,   0.25
195303,  -0.54,  -4.28,  -0.50,  -3.88,  -0.59,   0.03,  -1.78,  -0.12,  -4.72,   0.72,  -0.34,  -4.54,  -2.76,   0.16,  -0.44,   0.77,  -1.11
195304,  -0.99,  -3.02,  -5.18,  -2.20,  -3.73,  -3.41,  -0.84,  -2.02,  -2.04,   0.68,  -1.18,  -1.86,  -3.18,  -3.21,  -0.67,  -4.54,  -1.76
195305,   0.38,  -1.56,   1.89,  -0.03,   1.58,  -0.22,  -0.16,   0.78,   0.04,  -1.38,   0.86,  -0.08,   2.81,   0.04,   1.58,   0.60,   0.45
195306,  -1.40,  -4.15,  -0.01,  -0.82,  -3.82,  -1.18,  -1.75,  -4.36,  -2.80,  -0.45,  -2.38,  -3.32,  -1.73,  -3.06,  -1.99,  -2.93,  -0.63
195307,   2.57,   0.92,   3.99,   0.90,   2.84,   2.68,   4.51,   2.69,   3.34,   3.56,   1.66,   0.68,   1.16,   3.36,   2.10,   1.30,   1.50
195308,  -2.63,  -6.06,  -6.35,  -3.66,  -3.15,  -2.62,  -3.38,  -4.43,  -8.02,  -5.71,  -4.33,  -6.49,  -7.60,  -0.37,  -2.45,  -2.93,  -3.15
195309,  -0.31,  -1.52,  -1.89,  -2.10,  -0.58,   1.73,   1.27,   1.38,  -0.46,   2.79,   1.82,  -0.84,  -1.17,   1.61,   0.25,   0.50,   2.30
195310,   1.30,   2.83,   5.69,   0.96,   5.36,   4.37,   1.52,   6.32,   8.27,   6.09,   6.69,   7.92,   4.08,   4.51,   0.78,   4.53,   3.36
195311,   3.05,  -0.02,   1.95,  -0.25,   4.91,   4.70,   0.32,   4.42,   2.04,   4.35,   5.36,   0.25,   2.58,   3.00,   3.45,   4.10,   3.47
195312,   0.93,  -2.85,   0.50,  -2.42,  -0.32,   0.77,  -2.00,   1.68,  -0.84,  -1.12,   0.27,  -1.32,  -2.55,   0.59,   1.37,   0.26,   1.04
195401,   4.37,   8.11,   8.62,   5.77,   5.75,   0.59,   3.79,   6.84,   7.56,   1.03,   6.90,   5.29,   7.91,   3.30,   3.11,   4.14,   4.15
195402,   0.00,   2.52,   2.90,   1.82,   1.93,   0.32,  -1.76,   1.04,   0.31,   2.99,   4.90,   1.55,   2.04,   1.57,   0.32,   1.56,   2.13
195403,   2.13,   2.66,   4.32,  -1.01,   1.57,   4.39,   1.91,   2.27,   6.07,   3.94,   7.07,   3.54,   2.57,   3.00,   0.41,   4.91,   3.33
195404,   0.95,   2.25,   6.22,  -3.39,   3.88,   6.60,   3.21,   4.73,   6.59,   2.74,   8.69,   4.14,   1.39,   1.21,   1.63,   5.35,   3.21
195405,   1.77,   6.52,   2.94,   9.30,   1.00,   3.98,   2.35,   2.03,   6.93,   4.75,   0.81,   4.67,   5.81,   2.69,   2.94,   1.45,   1.63
195406,   2.62,   0.28,  -5.98,   2.46,   1.82,   3.49,  -2.59,   6.43,   1.41,   7.51,   7.81,   1.14,   1.80,   1.34,   2.40,   2.68,   2.40
195407,   5.67,   5.11,   4.27,   7.87,   5.05,   2.05,   6.36,   5.66,   7.96,   3.98,   0.48,  10.08,   8.31,   5.41,   4.07,   7.48,   5.78
195408,  -2.68,  -3.02,   0.49,  -4.13,  -1.74,  -3.37,  -0.53,  -3.43,  -6.30,  -5.71,  -4.03,  -3.48,  -2.65,  -1.72,  -0.17,  -0.32,  -1.99
195409,   3.41,   7.75,  10.07,   4.15,   5.40,   7.18,   4.14,   6.64,   7.67,  -0.05,   6.93,  14.66,   3.49,   2.01,   5.00,   3.22,   4.59
195410,  -2.25,  -2.05,  -2.00,  -1.18,  -2.03,  -4.21,  -2.12,   1.29,   0.26,  -2.38,  -1.07,  -0.90,   2.00,  -3.80,  -2.53,  -1.41,  -0.22
195411,   6.44,  12.31,   7.91,   7.91,  10.06,  14.57,   7.81,  15.67,  15.40,   8.97,  12.35,   4.21,  11.10,   5.69,   8.47,  10.67,   7.88
195412,   3.14,   5.21,   6.42,   6.49,   2.90,   3.70,   5.93,   2.31,  12.26,   5.64,   3.62,   7.55,  12.76,   3.58,   2.02,   6.04,   3.91
195501,  -0.28,   1.50,   0.46,   1.71,   4.44,  -2.56,  -1.55,  -1.26,   3.40,  -2.20,   3.04,   0.51,   3.02,   1.44,   1.85,   0.17,   0.01
195502,   1.79,   1.07,   2.38,   1.77,   6.71,   4.30,   2.37,   3.58,   4.41,   3.56,   4.61,  -1.23,   5.15,   3.64,   1.31,   2.01,   4.04
195503,  -0.46,   6.22,  -0.18,  -2.97,  -1.30,  -1.11,   1.83,  -0.09,   2.96,   1.98,  -1.19,   0.08,  -0.71,  -0.71,  -1.34,   1.11,  -0.01
195504,   3.60,  -0.46,   0.59,   1.66,   4.49,   8.07,   2.78,   6.00,   2.67,  -1.68,   4.51,   5.43,   2.37,   2.55,   1.86,  -1.43,   3.65
195505,   0.18,   5.97,  -0.72,   0.38,   0.80,   5.45,   0.03,   2.57,   2.08,   2.08,  -0.94,  -1.22,   0.29,  -0.13,   3.23,   2.34,   2.61
195506,   2.79,   1.84,  11.26,   4.87,   1.02,  12.32,   0.27,   5.45,  12.45,   4.25,   4.43,  10.61,   1.24,   1.66,   4.67,   3.87,   4.39
195507,   0.81,  -4.76,   2.84,   3.04,   0.68,  -2.05,   3.28,  -0.27,  -0.32,  -2.83,  -2.23,  19.97,  -1.60,   3.68,   1.95,  -0.77,  -0.35
195508,  -1.08,   3.52,  -1.16,  -1.14,   3.85,   2.39,   1.10,   1.74,   6.14,   0.36,   0.07,  -4.55,   1.35,   0.07,   1.84,   0.80,  -0.68
195509,  -2.72,  -2.71,  -0.34,  -0.78,  -4.74,  -3.05,  -0.61,   1.29,   0.89,  -0.11,  -2.82,   9.33,  -2.00,  -2.63,   3.89,  -3.91,   0.40
195510,  -0.76,  -4.59,  -0.99,  -1.35,  -3.87,  -2.11,  -0.04,  -3.49,  -5.71,   0.22,  -4.60,  -4.88,  -1.40,  -1.02,  -2.81,  -1.07,  -2.35
195511,   3.58,   8.03,   8.57,   2.16,   5.90,   7.48,   4.51,   6.32,   8.89,   5.64,  10.70,   9.19,  11.00,   3.39,   6.31,   3.82,   4.80
195512,   1.06,  -0.92,   3.66,   0.88,  -1.33,   2.39,   3.42,   2.03,   2.61,   4.57,   4.80,  -4.17,   0.91,  -0.12,  -0.96,   2.09,   2.68
195601,  -1.93,  -1.40,   0.50,  -1.50,  -3.49,  -4.59,  -3.44,  -4.64,  -4.23,  -5.71,  -4.87,  -6.70,  -3.56,  -0.33,  -4.80,  -3.58,  -2.08
195602,   2.12,   5.83,   4.18,   0.70,   5.27,   4.06,   3.79,   4.84,   4.79,   4.34,   6.07,   5.64,   2.77,   1.92,   2.69,   3.57,   3.44
195603,   2.04,   3.71,  11.48,  -0.21,   4.73,   5.25,   4.79,  11.88,  10.54,   9.18,   8.93,   3.97,   5.03,   3.77,   0.27,   5.66,   5.97
195604,  -0.05,  -3.87,   3.76,  -2.70,  -1.73,  -1.06,   3.98,   0.88,   4.50,  -1.25,   0.67,  -5.12,   1.83,  -2.18,  -1.92,  -0.02,  -0.73
195605,  -2.83,  -6.26,  -6.44,  -5.09,  -3.47,  -6.07,  -3.73,  -3.21,  -9.47,  -4.20,  -4.36,  -4.46,  -5.41,  -0.74,  -4.65,  -5.30,  -3.40
195606,   0.61,   2.07,   2.65,   0.20,   4.44,   3.93,   1.42,   5.19,   5.74,   1.14,   7.05,   6.69,   2.24,   2.33,   2.25,   1.49,   3.34
195607,   2.25,   1.49,   6.07,   0.46,   1.92,   2.14,   2.97,   8.09,  10.86,   5.95,   6.43,   4.73,   3.20,   5.23,   4.99,   2.56,   3.57
195608,  -1.32,   0.69,  -5.28,  -2.06,   1.07,  -3.84,  -1.39,  -4.71,  -1.88,  -3.31,  -3.69,   0.63,  -2.04,  -2.48,  -2.96,  -2.66,  -3.33
195609,  -3.13,  -3.67,  -5.87,  -2.50,  -0.42,  -6.56,  -4.17,  -7.69,  -4.64,  -4.60,  -5.89,  -0.88,  -4.29,  -3.86,  -4.84,  -4.61,  -5.69
195610,  -0.51,   1.75,   0.43,   1.08,   2.29,   0.73,   0.40,  -1.25,   0.68,   1.23,   3.97,  -1.34,   2.62,   1.14,   1.37,   0.53,  -0.05
195611,  -0.30,   2.35,   5.32,  -1.35,   2.62,  -3.67,  -1.90,  -3.61,   2.40,   0.66,   1.63,  -3.71,   1.13,   0.42,  -2.47,   1.63,  -0.62
195612,   1.42,   1.85,   4.25,  -0.16,   1.02,   5.32,   5.44,   4.99,   4.03,   3.46,   5.30,   0.82,   2.73,   1.82,  -0.88,   1.33,   3.13
195701,   1.18,  -0.87,  -4.13,   1.98,   0.39,  -6.15,  -1.06,  -2.87,  -9.56,  -1.92,  -4.71,  -5.00,  -2.02,   2.65,  -1.77,   1.46,  -0.26
195702,  -1.01,  -0.39,  -2.20,  -4.47,  -0.86,  -1.78,  -1.45,  -2.36,  -4.14,  -0.49,  -0.89,  -1.68,  -4.96,  -0.30,  -1.06,  -0.50,  -0.88
195703,   1.57,   3.46,   3.20,   2.03,   1.59,   2.05,   5.88,   2.79,   2.21,   0.42,   3.88,   0.41,   0.58,   1.70,   2.22,   3.59,   1.68
195704,   1.70,  -1.12,   7.09,  -0.65,   0.19,   5.63,   2.58,   1.16,   4.41,   4.82,   6.81,   7.65,   2.36,   3.18,   0.18,   5.46,   1.56
195705,   1.30,   1.62,   7.68,   3.29,   2.41,   3.33,   1.61,   8.15,   2.18,  -1.63,   5.19,   0.63,   0.39,   2.26,   2.67,   2.82,   2.83
195706,  -0.40,  -1.00,  -1.74,  -1.77,  -0.16,  -0.06,   2.99,  -0.51,   1.37,  -0.70,   3.39,  -0.22,  -1.63,  -5.09,  -2.25,  -4.19,   0.35
195707,   1.45,   0.70,   1.01,  -0.81,   1.44,   1.89,   2.63,   1.72,  -0.31,   1.28,   0.29,   3.43,   0.34,   0.00,   3.05,  -0.58,   0.07
195708,  -2.19,  -6.45,  -5.72,  -5.56,  -7.30,  -6.48,  -0.16,  -8.03,  -6.97,  -3.86,  -6.63,  -2.59,  -5.04,  -2.58,  -2.29,  -3.14,  -3.23
195709,  -2.05,  -9.71,  -7.96,  -4.20,  -3.74,  -6.28,  -0.65,  -5.70,  -8.77,  -5.85,  -6.62,  -7.25,  -8.40,  -1.73,   0.74,  -3.91,  -3.77
195710,  -1.94,  -5.91,  -5.81,  -6.13,  -5.94,  -3.19,  -0.17,  -4.35,  -7.59,  -5.52,  -2.55,  -4.28,  -6.16,  -0.70,  -3.64,  -5.52,  -3.07
195711,   3.64,  -3.06,   2.47,   0.87,   2.06,   4.66,   6.17,   5.31,  -0.99,   3.53,   4.10,  -5.87,   2.77,   4.37,   1.70,   4.41,   3.76
195712,   0.85,  -7.42,  -6.98,  -5.49,  -5.47,  -3.07,   2.27,  -3.23,  -8.86,  -2.38,  -3.95,  -8.33,  -6.23,   2.56,  -1.57,  -0.67,  -0.83
195801,   6.92,   8.76,   1.47,  13.10,   8.56,   3.37,   1.42,   6.42,   8.56,   7.61,   5.17,   5.43,  10.11,   6.25,   7.61,   8.60,   4.20
195802,   3.15,  -3.15,  -4.63,  -0.30,  -2.48,  -3.49,   3.73,  -1.73,   0.48,  -0.18,  -1.96,  -1.31,  -3.00,   1.27,   1.44,   1.33,  -1.08
195803,   3.80,   5.52,   8.03,   2.77,   4.45,  -0.17,   6.42,   2.32,   2.02,   2.70,   2.88,   2.53,   0.41,   1.97,   4.11,   3.29,   1.91
195804,   3.26,   2.57,   5.18,   4.39,  -1.35,   1.06,   5.72,   0.82,   1.37,   1.97,   0.71,   4.51,   5.95,   5.10,   3.12,   2.12,   1.75
195805,   3.10,   4.54,   0.28,   4.33,   2.49,   1.52,   0.43,   2.02,   6.84,   3.52,   1.51,   4.75,   4.46,   1.41,   3.60,   2.17,   3.09
195806,   2.87,   3.07,   4.99,  -1.51,   4.15,   2.79,   3.74,   3.57,   0.93,   1.64,   3.22,   2.52,   2.27,   2.19,   2.19,   2.94,   2.38
195807,   1.61,   6.89,   0.48,   5.64,   5.86,   7.96,   5.16,   6.57,  11.55,   0.49,   4.98,   9.43,   7.51,   1.13,   1.67,   2.02,   3.59
195808,   2.61,   0.34,   1.90,   3.76,   4.87,   2.42,   0.91,   2.71,   3.05,   1.15,   2.26,  -0.53,   1.63,  -1.00,   5.78,   4.60,   2.86
195809,   2.39,   0.45,   3.36,   7.82,   6.09,   2.92,   9.44,   3.63,   8.35,   4.19,   5.46,  10.73,   5.07,   3.47,   3.96,  -0.36,   4.95
195810,   2.26,   2.34,   1.31,   2.12,   8.44,   0.74,   2.99,   1.49,   4.91,   2.94,   3.75,   1.69,   4.44,   4.28,   1.19,   3.68,   2.78
195811,   4.89,   0.73,   1.98,   2.52,   5.19,   3.30,   5.44,   3.99,   0.61,   4.12,   3.80,   1.82,   3.84,   2.95,   6.06,   2.33,   4.31
195812,   2.63,   3.83,   1.19,   3.70,   3.34,   6.16,   3.37,   4.41,   6.74,   0.62,  10.63,   2.87,   2.00,   5.94,   5.80,   4.25,   9.93
195901,   2.36,   3.11,   0.47,   4.97,   3.10,  -0.41,   2.19,   1.92,   1.38,  -2.55,  -1.33,  -0.23,   2.34,   1.25,   3.62,  -2.61,   2.68
195902,   2.92,  -1.54,  -7.53,   5.55,   6.84,   5.61,   3.04,   2.49,   1.30,   1.18,   4.43,  -1.65,   2.60,   1.26,   2.68,   2.36,   4.93
195903,  -0.80,   1.99,   2.17,   0.53,   6.26,   1.23,   4.85,   0.14,  -3.67,  -0.96,   0.99,  -0.76,   0.92,   1.63,  -1.94,  -2.94,   0.50
195904,   2.04,  -3.16,   1.75,   3.45,  11.02,   7.11,   7.34,   4.83,   2.11,  -4.95,   6.72,   9.95,   2.95,  -1.13,   1.26,   1.53,   5.17
195905,   3.62,  -1.14,  -0.93,   1.59,  -0.02,   6.12,  -1.67,   2.86,   5.06,   4.27,   4.86,   6.33,   1.39,  -1.10,   2.97,   0.74,  -0.29
195906,   0.01,  -0.38,  -2.80,   4.81,   2.65,  -1.80,   4.07,   1.76,   4.90,   0.22,   0.19,   0.46,  -0.47,  -2.23,   2.20,   2.59,   0.33
195907,   4.34,   5.64,   4.87,   4.14,   1.13,   6.39,   3.81,   2.45,   3.41,   3.40,   1.25,   8.60,  -0.42,   3.84,   1.64,   1.27,   0.88
195908,  -1.00,  -1.15,  -3.19,  -2.42,  -0.56,  -3.20,  -0.89,  -3.01,   2.04,  -2.80,  -1.81,   3.32,  -5.76,   1.33,   0.82,  -1.37,  -1.17
195909,  -3.26,  -4.92,  -6.92,  -1.89,  -6.52,  -5.04,  -4.69,  -4.58,  -5.18,  -2.85,  -4.58,  -4.20,  -4.10,  -4.33,  -1.87,  -4.67,  -2.59
195910,   3.14,   2.11,   1.07,   0.57,   9.10,   1.72,   3.31,   3.06,  -1.30,  -2.37,   3.48,  -1.38,   0.66,   0.88,   0.39,   0.64,   3.35
195911,   0.94,   0.38,  -0.44,   0.48,   3.95,   2.46,   4.64,   0.50,  -0.36,   2.39,   7.24,  -0.03,   2.87,   0.40,   2.13,   1.37,   1.96
195912,   2.18,   3.45,   4.28,   1.51,   1.05,   3.61,  -1.35,   0.77,   2.52,   2.96,   3.77,   6.22,  -0.32,   2.13,   2.88,   0.49,   2.83
196001,  -4.28,  -5.20,  -7.52,  -5.89,   1.30,  -9.73,  -5.69,  -6.49,  -9.05,  -7.42,  -8.50, -11.55,  -4.25,  -2.07,  -5.78,  -4.35,  -4.17
196002,   3.08,  -0.40,  -3.45,   1.03,   3.94,  -0.45,   2.96,   2.92,  -1.74,   2.79,   3.55,  -2.28,   0.46,   2.77,   4.36,  -0.69,   6.19
196003,  -1.45,  -3.32,  -0.72,  -4.82,  -1.89,  -2.56,   1.24,   0.02,  -5.23,  -2.41,   0.87,  -5.27,  -5.85,   1.77,   0.24,   0.40,  -1.52
196004,   1.04,  -1.44,  -4.29,  -0.39,   2.77,  -5.29,   1.59,  -1.80,  -5.34,  -4.05,  -0.02,  -1.95,  -1.65,   1.37,  -0.44,  -0.45,  -0.64
196005,   7.65,   0.58,  -3.60,   2.23,   7.08,   3.59,  10.24,   4.02,   2.62,   0.06,   7.41,  -0.60,   4.28,   1.52,   3.06,  -0.18,   4.85
196006,   5.21,  -0.50,   3.61,   2.02,  -1.07,   0.86,   2.74,   2.30,   1.56,  -2.25,   2.17,   0.54,   1.70,   5.79,   3.45,   3.96,   0.40
196007,  -1.87,   2.57,   0.69,  -2.16,  -5.50,  -6.97,  -1.23,  -4.52,  -2.25,  -3.57,  -3.76,  -0.25,  -1.09,  -1.23,  -2.81,   0.22,  -2.25
196008,   4.63,   5.17,   4.12,   1.10,   4.46,   1.67,   3.71,   0.01,   0.80,   2.47,   1.06,   3.15,   4.13,   4.46,   3.27,   3.64,   4.85
196009,  -3.82,  -3.90,  -0.90,  -4.64,  -3.98,  -6.78,  -7.23,  -4.53,  -8.08,  -6.53,  -7.87,  -5.42,  -7.60,  -4.55,  -8.28,  -5.62,  -6.78
196010,   1.20,   0.58,   2.50,  -3.03,   1.63,  -1.37,   0.59,  -1.24,  -2.13,  -5.49,  -2.24,  -1.07,   0.05,  -0.32,   0.72,  -0.18,  -1.01
196011,   9.35,   6.98,   3.29,   2.65,  11.46,   4.33,   5.73,   6.68,   1.40,   0.43,   7.14,  -0.89,   6.39,   3.79,   6.53,   7.84,   5.32
196012,   4.28,   3.72,   5.35,   1.90,   7.19,   3.17,   4.56,   3.74,   4.95,   9.83,   3.36,  -0.38,   2.49,   6.42,   2.06,   5.72,   8.85
196101,   4.93,   8.20,   9.73,   9.04,   0.22,   6.50,   6.07,   6.13,   8.49,   8.00,   3.51,   8.60,   7.73,   4.86,   2.44,   7.31,   6.94
196102,   4.66,   3.91,   0.50,   7.40,  18.91,   2.39,   5.09,   4.38,   5.88,   2.54,   2.95,   4.53,   5.10,   3.68,   4.83,   7.14,   3.72
196103,   4.67,   0.72,   1.44,   4.87,   3.99,   1.11,   5.20,   2.34,   2.04,   5.02,   2.12,   3.94,   1.29,   1.75,   5.94,   4.54,   5.18
196104,  -1.00,   1.16,   4.87,  -1.80,  -2.29,  -1.19,   0.95,  -4.01,  -1.44,   5.10,  -0.27,  -1.00,   0.07,   1.87,   0.61,   1.55,   0.03
196105,   4.48,   7.48,  -0.05,   6.24,  -1.29,   5.71,   1.88,   2.86,   6.07,   0.90,   3.08,   1.37,   3.77,   2.50,   4.76,   4.18,   1.01
196106,  -2.05,  -4.51,  -4.01,  -4.11,  -6.63,  -0.93,   0.67,  -3.01,  -7.45,  -0.80,  -2.82,  -1.78,  -3.86,  -1.82,   1.04,  -2.68,  -3.87
196107,   2.76,   3.06,   2.27,   1.66,  -0.64,   3.24,   4.11,  -0.13,   4.30,   7.00,   1.55,   7.28,   1.67,   2.88,   2.74,   3.53,   3.88
196108,   4.92,   3.24,   0.13,   5.67,   2.24,   2.64,   6.99,   0.73,   0.33,  -0.02,   4.16,   1.91,   1.70,   3.80,   3.15,   8.79,   1.96
196109,  -0.52,  -2.59,  -6.67,  -2.63,   2.09,  -4.14,  -1.12,  -2.66,  -7.72,  -0.93,   0.40,   6.15,  -3.24,   1.40,   0.64,  -0.23,  -3.26
196110,   3.57,   1.59,   6.67,   5.88,  -2.63,  -0.08,   2.97,   1.47,  -1.71,   4.01,   3.44,   0.00,  -0.76,   5.30,   9.72,   2.21,   0.64
196111,   5.37,   5.88,   5.52,   6.55,   2.19,   2.49,   4.76,   6.10,   1.80,   4.50,   2.50,  10.13,   1.71,   3.41,   5.05,   7.37,   6.37
196112,  -3.13,  -1.27,   3.89,  -0.21,   0.09,  -0.18,  -3.48,   0.59,   3.31,   0.87,  -0.75,   2.48,   0.13,  -4.21,  -0.41,  -4.25,   1.42
196201,  -6.18,   1.85,   0.06,  -2.75,  -9.67,  -4.69,  -5.74,  -4.92,  -3.75,  -3.59,  -4.15,  -1.11,   4.38,  -2.58,  -9.31,  -4.75,  -5.21
196202,  -0.01,  -0.68,   5.46,   1.87,   0.04,   3.76,   1.73,   0.88,  -0.86,   1.62,   0.22,  -1.71,  -1.02,   2.62,   1.81,   3.79,   3.35
196203,   1.08,  -3.48,  -1.59,  -0.84,  -2.03,  -2.34,  -0.42,  -1.04,   0.96,   0.45,  -0.29,  -1.36,  -2.24,   1.98,   1.26,  -1.93,  -1.43
196204,  -4.29,  -8.24,  -3.46,  -7.57,  -8.01,  -6.01, -10.52,  -7.06, -10.38,  -5.81, -10.51,  -4.24,  -7.66,  -2.79,  -4.34,  -7.47,  -6.48
196205, -10.84,  -7.31,  -4.80,  -8.69,  -8.74,  -8.18, -11.67,  -8.36,  -7.17,  -5.96, -10.36,  -4.72,  -5.09, -10.46,  -9.01,  -9.78,  -8.84
196206,  -8.34,  -5.99,  -4.83,  -6.52, -11.09,  -8.73, -11.99, -10.81, -10.01,  -1.86, -10.74,  -6.31,  -7.46,  -5.10, -10.08, -10.81,  -9.76
196207,   6.82,   6.55,   4.81,   6.76,   1.33,   7.50,   7.27,   4.51,   3.24,   3.29,   9.94,   8.82,   5.82,   7.45,   3.95,   8.39,   6.31
196208,   0.41,   2.72,   1.86,   1.12,   2.14,   4.69,  -3.31,   2.22,  -0.33,   3.28,   2.96,   3.76,   3.78,   3.17,   4.55,   3.80,   2.01
196209,  -4.82,  -5.49,  -1.68,  -5.37,  -7.80,  -1.98,  -6.62,  -6.63,  -8.46,  -4.74,  -8.16,  -2.66,  -5.57,  -2.84,  -6.52,  -5.65,  -6.77
196210,  -2.68,  -0.57,  -0.23,   0.05,  -2.59,   5.29,  -0.17,  -2.30,   0.80,   0.26,   0.14,   2.43,   2.50,  -1.09,  -1.33,  -0.68,   1.22
196211,  12.17,   9.51,  10.70,  10.28,  16.13,  11.92,  15.32,  12.94,  15.13,  10.36,  13.82,   6.52,  14.84,   7.60,  10.97,  14.14,  10.08
196212,   2.78,  -1.13,   4.81,   0.15,   2.52,   1.24,   0.03,  -2.38,  -4.56,   1.68,   0.19,   2.88,   0.07,   3.44,   0.01,   1.61,   0.21
196301,   6.42,   8.79,   2.55,   7.72,   7.67,   4.39,   4.38,   5.02,   7.93,   2.30,   5.77,   6.25,   4.21,   5.26,   4.16,   3.63,   5.49
196302,  -2.93,  -1.24,  -1.31,  -1.22,  -5.10,  -4.03,  -3.04,  -0.42,  -2.13,  -2.14,  -4.38,  -3.05,  -0.16,  -1.47,  -0.46,  -0.35,  -1.84
196303,   1.97,   3.60,   7.01,   1.10,   2.48,   3.57,   3.46,   3.67,   2.24,  -0.23,   3.37,   7.59,   2.20,   1.79,   2.27,   2.30,   1.75
196304,   1.06,   3.48,   6.10,   5.02,   5.62,   4.79,   6.82,   2.93,   5.45,   4.09,   5.80,   5.49,   6.71,   2.40,   5.48,   3.65,   4.59
